City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
285,quatre cocos,-20.2078,57.7625,23.94,85,100,3.19,MU,1714269168
286,kimbe,-5.5502,150.1429,31.85,63,100,1.27,PG,1714269168
287,vila velha,-20.3297,-40.2925,22.19,94,0,1.03,BR,1714269168
288,constitucion,-35.3333,-72.4167,9.33,82,8,3.7,CL,1714269168
289,ta'izz,13.5,44.0,20.52,68,20,3.35,YE,1714269168
290,howrah,22.5892,88.3103,32.0,70,0,3.09,IN,1714269168
291,queenstown,-31.8976,26.8753,13.62,71,100,1.75,ZA,1714269168
292,itacare,-14.2775,-38.9967,24.06,89,30,4.22,BR,1714269168
293,tsaratanana,-16.7833,47.65,21.26,84,82,2.71,MG,1714269169
294,wenchang,30.904,118.4887,23.09,81,100,1.4,CN,1714269169
295,kapuskasing,49.4169,-82.4331,11.05,100,100,2.06,CA,1714269169
296,alofi,-19.0595,-169.9187,29.94,66,20,7.72,NU,1714269014
297,eirunepe,-6.6603,-69.8736,23.73,98,74,0.86,BR,1714268903
298,choibalsan,48.0667,114.5,6.8,29,6,2.43,MN,1714269169
299,al kharijah,25.4514,30.5464,19.37,26,0,3.73,EG,1714269169
300,egilsstadir,65.2653,-14.3948,1.95,100,100,3.6,IS,1714269169
301,port hedland,-20.3167,118.5667,32.03,25,0,6.17,AU,1714269169
302,uvarovo,51.9849,42.2615,13.42,85,100,3.58,RU,1714269169
303,richards bay,-28.783,32.0377,17.42,76,7,1.3,ZA,1714269169
304,bardai,11.65,7.2333,27.89,48,33,2.01,NG,1714269169
305,kiunga,-6.1219,141.2906,32.38,59,92,1.42,PG,1714269169
306,nahiyat ash shinafiyah,31.5874,44.6602,28.19,22,57,3.04,IQ,1714269169
307,alice springs,-23.7,133.8833,19.75,28,0,3.6,AU,1714269169
308,qaqortoq,60.7167,-46.0333,-1.97,97,91,0.45,GL,1714269169
309,kristinestad,62.2743,21.376,1.17,99,100,2.94,FI,1714269170
310,chinchilla,-26.75,150.6333,23.9,63,11,2.68,AU,1714269170
311,san patricio,28.017,-97.5169,26.2,84,40,8.92,US,1714269170
312,new norfolk,-42.7826,147.0587,17.73,52,97,1.67,AU,1714269170
313,buenaventura,3.8801,-77.0312,24.3,95,100,0.93,CO,1714269001
314,prince rupert,54.3161,-130.3201,9.05,80,100,14.92,CA,1714269170
315,saint-philippe,-21.3585,55.7679,24.77,80,94,0.19,RE,1714269170
316,camden,39.7835,-74.9663,12.05,74,100,0.45,US,1714269137
317,sal rei,16.1833,-22.9167,22.1,83,52,6.97,CV,1714269170
318,bergerac,44.8333,0.5,9.37,87,75,2.57,FR,1714269170
319,babu,24.4167,111.5167,29.42,76,2,2.18,CN,1714269170
320,katsuura,35.1333,140.3,20.92,73,0,2.44,JP,1714269170
321,kermit,31.8576,-103.0927,23.91,13,75,11.83,US,1714269170
322,nili,33.7218,66.1302,4.06,72,70,2.19,AF,1714269170
323,moranbah,-22.0016,148.0466,27.07,40,0,9.24,AU,1714269170
324,at taj,24.2049,23.2857,20.64,20,3,4.33,LY,1714269170
325,forestville,38.8451,-76.875,14.55,83,40,3.09,US,1714269170
326,greenville,35.6127,-77.3663,17.02,90,0,2.57,US,1714268931
327,acapulco de juarez,16.8634,-99.8901,23.55,77,5,0.73,MX,1714269171
328,marsh harbour,26.5412,-77.0636,22.45,66,11,10.81,BS,1714269171
329,atar,20.5169,-13.0499,23.79,58,100,1.69,MR,1714269171
330,brisas de zicatela,15.8369,-97.0419,27.39,80,3,2.65,MX,1714269171
331,kununurra,-15.7667,128.7333,28.99,28,2,5.14,AU,1714269171
332,salekhard,66.53,66.6019,-6.45,97,83,1.34,RU,1714268999
333,kapit,2.0167,112.9333,28.42,93,97,0.31,MY,1714269171
334,sandnessjoen,66.0217,12.6316,-1.71,68,11,5.3,NO,1714269171
335,durban,-29.8579,31.0292,14.51,80,3,2.48,ZA,1714269171
336,kilindoni,-7.9139,39.6668,26.65,73,80,7.36,TZ,1714269171
337,asikkala,61.2167,25.5,3.87,93,99,2.9,FI,1714269171
338,remire-montjoly,4.9167,-52.2667,25.02,100,0,1.03,GF,1714269171
339,bazas,44.432,-0.2133,9.23,96,0,2.37,FR,1714269171
340,vilyuchinsk,52.9306,158.4028,5.15,99,100,2.32,RU,1714269171
341,port macquarie,-31.4333,152.9167,22.16,65,0,3.14,AU,1714269148
342,sola,-13.8833,167.55,28.54,78,25,5.92,VU,1714269171
343,minas de marcona,-15.2119,-75.1103,15.66,82,13,4.84,PE,1714269171
344,young,-32.6833,-57.6333,10.03,74,6,3.14,UY,1714269172
345,pitimbu,-7.4706,-34.8086,26.33,81,72,4.05,BR,1714269172
346,la punta,-33.1837,-66.3127,13.24,75,2,3.01,AR,1714269172
347,kayenta,36.7278,-110.2546,10.97,42,100,3.63,US,1714269172
348,kidal,18.4411,1.4078,30.13,19,0,5.24,ML,1714269172
349,igarape acu,-1.1289,-47.62,23.55,98,100,0.55,BR,1714269172
350,paphos,34.7667,32.4167,16.88,100,4,3.09,CY,1714269172
351,belabo,4.9333,13.3,22.51,83,58,1.05,CM,1714269172
352,aqadyr,48.2553,72.8483,6.01,42,0,6.37,KZ,1714269172
353,geraldton,-28.7667,114.6,23.23,33,84,7.72,AU,1714269172
354,yeppoon,-23.1333,150.7333,25.88,76,26,7.85,AU,1714269172
355,hays,30.0502,-98.0336,25.05,87,100,5.36,US,1714269172
356,maragogi,-9.0122,-35.2225,26.4,78,49,1.97,BR,1714269172
357,saudarkrokur,65.7461,-19.6394,2.77,82,100,1.58,IS,1714269172
358,brantford,43.1334,-80.2664,20.08,85,48,6.9,CA,1714269012
359,fale old settlement,-9.3852,-171.2468,29.81,75,19,5.55,TK,1714269172
360,kamalganj,27.2667,79.65,32.06,18,15,3.48,IN,1714269172
361,port lincoln,-34.7333,135.8667,21.29,36,76,7.06,AU,1714269172
362,gidam,18.9833,81.4,32.38,38,1,0.92,IN,1714269173
363,taoudenni,22.6783,-3.9836,26.7,35,100,7.64,ML,1714269173
364,gornozavodsk,58.3758,58.3211,14.06,83,0,6.16,RU,1714269173
365,san,13.3034,-4.8956,34.4,32,68,6.22,ML,1714269173
366,bodo,67.28,14.405,4.87,76,0,4.63,NO,1714269173
367,pemangkat,1.1667,108.9667,28.75,78,75,0.84,ID,1714269173
368,bani walid,31.7566,13.9942,17.14,75,49,3.64,LY,1714269173
369,labytnangi,66.6572,66.4183,-6.46,97,58,2.02,RU,1714269173
370,vernon,50.2581,-119.2691,10.68,86,100,2.57,CA,1714269173
371,walvis bay,-22.9575,14.5053,15.53,88,52,2.06,NA,1714269173
372,kingston,17.997,-76.7936,29.53,70,20,5.66,JM,1714268938
373,rakops,-21.0167,24.3333,18.44,61,0,5.97,BW,1714269173
374,oriximina,-1.7656,-55.8661,24.91,91,100,1.18,BR,1714269173
375,huilong,31.8111,121.655,17.76,94,100,6.02,CN,1714269173
376,panadura,6.7132,79.9026,27.41,83,81,1.42,LK,1714269173
377,zhangye,38.9342,100.4517,9.26,31,99,8.18,CN,1714269173
378,sokoni,-6.4333,39.55,26.5,73,100,7.82,TZ,1714269173
379,utrik,11.2278,169.8474,27.45,81,56,8.41,MH,1714269174
380,ixtapa,20.7,-105.2,21.89,79,0,1.43,MX,1714269174
381,port-cartier,50.0334,-66.8654,0.97,91,98,1.98,CA,1714269174
382,sampit,-2.5333,112.95,31.7,63,97,1.36,ID,1714269174
383,novyy urgal,51.0736,132.5642,5.25,25,100,6.33,RU,1714269174
384,el alia,37.1691,10.0348,15.43,87,0,5.91,TN,1714269174
385,ruidoso,33.3317,-105.673,11.26,21,0,5.14,US,1714269174
386,shingu,33.7333,135.9833,21.57,70,3,2.24,JP,1714269174
387,merizo village,13.2658,144.6691,31.31,84,100,6.95,GU,1714269174
388,santiago de cao,-7.9589,-79.2392,19.07,94,75,4.63,PE,1714269174
389,tucurui,-3.7661,-49.6725,23.46,98,100,1.82,BR,1714269027
390,i-n-salah,27.1935,2.4607,25.64,10,77,4.27,DZ,1714269174
391,la passe,45.5549,-0.8967,10.55,80,97,6.93,FR,1714269175
392,namtsy,62.7161,129.6658,-2.55,74,37,2.54,RU,1714269175
393,lebu,-37.6167,-73.65,10.02,77,27,1.01,CL,1714269175
394,callaway,30.153,-85.5699,24.03,78,98,2.57,US,1714269175
395,pisco,-13.7,-76.2167,21.03,78,0,6.17,PE,1714269175
396,livingston,55.9029,-3.5226,4.0,92,20,0.0,GB,1714269049
397,barra,-11.0894,-43.1417,25.81,67,51,1.62,BR,1714269175
398,puerto deseado,-47.7503,-65.8938,10.35,44,55,12.3,AR,1714269175
399,namibe,-15.1961,12.1522,24.69,70,0,2.94,AO,1714269175
400,zaozersk,69.4005,32.4476,-3.17,90,100,1.94,RU,1714269175
401,hadibu,12.65,54.0333,27.98,76,73,1.33,YE,1714269175
402,la salle,41.3334,-89.0918,21.25,83,0,5.14,US,1714269098
403,kilju,40.9642,129.3278,20.12,37,76,3.06,KP,1714269175
404,borkum,53.5809,6.6915,13.97,89,100,8.44,DE,1714269175
405,la'ie,21.6477,-157.9253,26.98,88,88,0.89,US,1714269175
406,dedougou,12.4667,-3.4667,32.14,44,12,4.98,BF,1714269175
407,bozeman,45.6796,-111.0386,9.54,91,100,1.54,US,1714269031
408,ghanzi,-21.5667,21.7833,16.78,67,5,6.42,BW,1714269175
409,taitung city,22.7583,121.1444,30.15,66,75,0.51,TW,1714269176
410,vorgashor,67.5833,63.95,-9.26,93,94,5.92,RU,1714269176
411,pariaman,-0.619,100.12,29.03,79,100,2.29,ID,1714269176
412,abbeville,50.1,1.8333,11.98,91,100,7.12,FR,1714269176
413,san antonio de pale,-1.4014,5.6325,28.43,83,51,4.14,GQ,1714269176
414,muynoq,43.7683,59.0214,14.01,24,6,3.52,UZ,1714269176
415,belize city,17.4995,-88.1976,28.34,83,0,3.58,BZ,1714269028
416,mostaganem,35.9311,0.0892,15.93,75,100,6.01,DZ,1714269176
417,sonoita,31.85,-112.8333,22.73,24,2,4.18,MX,1714269176
418,papao,-17.75,-149.55,30.82,83,65,11.03,PF,1714269176
419,el bagre,7.5927,-74.8086,24.35,99,100,0.32,CO,1714269176
420,gizo,-8.103,156.8419,29.5,75,74,3.9,SB,1714269176
421,mahebourg,-20.4081,57.7,24.03,94,40,0.0,MU,1714269176
422,nelson,-41.2833,173.2833,16.83,70,6,0.45,NZ,1714269173
423,borshchiv,48.8033,26.0435,8.45,82,0,2.58,UA,1714269176
424,isola di capo rizzuto,38.96,17.0933,13.99,77,0,3.6,IT,1714269176
425,vadso,70.0744,29.7487,0.49,86,75,7.2,NO,1714269176
426,prum,50.2167,6.4167,12.32,78,100,2.8,DE,1714269176
427,arraial do cabo,-22.9661,-42.0278,23.74,85,0,9.86,BR,1714269177
428,kourou,5.1552,-52.6478,25.03,88,98,1.93,GF,1714269177
429,fortuna,40.5982,-124.1573,13.29,86,100,2.06,US,1714268931
430,cape town,-33.9258,18.4232,22.27,45,0,1.54,ZA,1714269002
431,ubari,26.5921,12.7805,25.59,16,6,1.56,LY,1714269177
432,pasni,25.2631,63.471,26.11,79,78,4.38,PK,1714269177
433,kandahar,31.0,65.75,12.97,50,0,7.74,AF,1714269177
434,al muwayh,22.4333,41.7583,23.16,44,99,1.95,SA,1714269177
435,mhamid,29.82,-5.72,18.43,44,68,7.02,MA,1714269177
436,praia da vitoria,38.7333,-27.0667,15.14,72,40,4.53,PT,1714269177
437,donghai,22.9459,115.642,27.49,81,60,3.16,CN,1714269177
438,cockburn town,21.4612,-71.1419,24.8,70,8,10.64,TC,1714269025
439,guia lopes da laguna,-21.4578,-56.1142,25.72,63,1,1.2,BR,1714269177
440,mount gambier,-37.8333,140.7667,19.04,34,4,4.92,AU,1714269177
441,argungu,12.7433,4.5269,32.87,39,13,3.34,NG,1714269177
442,fasa,28.9383,53.6482,16.58,51,0,0.0,IR,1714269177
443,ambon,-3.6954,128.1814,32.15,95,40,2.06,ID,1714269177
444,filadelfia,39.9523,-75.1638,12.51,68,100,3.09,US,1714268917
445,nosy varika,-20.5833,48.5333,22.68,94,42,5.02,MG,1714269177
446,vernal,40.4555,-109.5287,10.84,76,100,2.06,US,1714269178
447,karasburg,-28.0167,18.75,19.94,29,96,1.29,NA,1714269178
448,fortaleza,-3.7227,-38.5247,27.82,97,75,2.57,BR,1714269148
449,bratsk,56.1325,101.6142,6.27,74,100,3.14,RU,1714269178
450,menaka,15.9182,2.4022,32.12,12,2,3.84,ML,1714269178
451,bulanik,39.0929,42.2703,11.79,62,0,0.94,TR,1714269178
452,banff,51.1762,-115.5698,12.57,61,100,1.03,CA,1714269178
453,mizdah,31.4451,12.9801,17.9,48,60,1.05,LY,1714269178
454,santa rosa de osos,6.6474,-75.4603,13.26,99,100,0.46,CO,1714269178
455,lugovoy,42.9472,72.7644,5.37,68,93,0.54,KZ,1714269178
456,magadan,59.5667,150.8,-0.26,99,100,1.17,RU,1714269178
457,linhares,-19.3911,-40.0722,21.15,81,7,1.14,BR,1714269178
458,wellington,-41.2866,174.7756,17.81,54,2,3.6,NZ,1714269122
459,christchurch,-43.5333,172.6333,19.74,67,1,4.12,NZ,1714269152
460,okhotsk,59.3833,143.3,-1.27,84,100,6.02,RU,1714269178
461,tamuin,21.9833,-98.75,28.97,66,55,3.8,MX,1714269178
462,escanaba,45.7453,-87.0646,16.98,59,20,6.17,US,1714269179
463,lobva,59.1854,60.5185,14.99,82,31,4.95,RU,1714269179
464,hami,42.8,93.45,12.61,10,12,3.73,CN,1714269179
465,maintirano,-18.0667,44.0167,25.78,79,97,5.58,MG,1714269179
466,jeddah,21.5169,39.2192,29.92,42,40,7.2,SA,1714269002
467,rio grande,-32.035,-52.0986,14.97,62,64,4.21,BR,1714269179
468,lensk,60.7253,114.9278,0.67,70,100,3.62,RU,1714269179
469,tsiombe,-25.3,45.4833,19.19,89,24,2.13,MG,1714269179
470,qui nhon,13.7667,109.2333,31.7,62,20,4.61,VN,1714268893
471,midvagur,62.0511,-7.1939,6.46,81,75,8.75,FO,1714269179
472,roxas city,11.5853,122.7511,30.64,66,100,5.3,PH,1714269179
473,ciudad guayana,8.3533,-62.6528,28.62,74,100,4.7,VE,1714269179
474,yung shue wan,22.2333,114.1167,26.85,86,28,0.45,HK,1714269179
475,la gi,10.6667,107.7833,31.45,63,69,2.47,VN,1714269179
476,zhumysker,49.3333,49.4,16.05,37,9,4.3,KZ,1714269179
477,siwa oasis,29.2041,25.5195,20.54,30,21,3.31,EG,1714269180
478,santa helena de goias,-17.8136,-50.5969,22.51,65,3,0.53,BR,1714269180
479,ishigaki,24.3448,124.1572,30.07,79,75,6.69,JP,1714269180
480,akureyri,65.6835,-18.0878,3.96,81,75,2.57,IS,1714269180
481,lawas,13.764,121.0566,31.1,61,79,7.79,PH,1714269180
482,vorkuta,67.5,64.0,-8.76,92,93,5.91,RU,1714269180
483,karratha,-20.7377,116.8463,31.23,39,19,5.61,AU,1714269180
484,pontianak,-0.0333,109.3333,25.99,100,100,2.06,ID,1714269180
485,santyoku,37.4406,129.1708,17.56,67,93,6.79,KR,1714269180
486,jumla,29.2747,82.1838,11.82,48,0,1.21,NP,1714269180
487,loreto,22.2667,-101.9667,19.84,8,99,5.62,MX,1714269180
488,susuman,62.7833,148.1667,-2.23,86,100,1.34,RU,1714269180
489,tamanrasset,22.785,5.5228,22.95,16,2,3.6,DZ,1714269180
490,daman,20.4167,72.85,30.23,58,96,5.04,IN,1714269180
491,eraan,9.0629,117.7016,34.12,52,100,0.38,PH,1714269180
492,vila franca do campo,37.7167,-25.4333,14.23,76,82,4.82,PT,1714269181
493,revda,56.801,59.9303,15.59,79,7,6.77,RU,1714269181
494,kaa-khem,51.6833,94.7333,4.67,55,85,1.17,RU,1714269181
495,kletnya,53.3897,33.2171,6.47,75,100,1.44,RU,1714269181
496,ulsteinvik,62.3432,5.8487,5.17,80,10,1.79,NO,1714269181
497,nizhniy odes,63.6445,54.856,-0.48,93,100,4.12,RU,1714269181
498,sivrice,38.4482,39.3084,8.56,87,40,3.09,TR,1714269181
499,huainan,32.6264,116.9969,17.91,88,100,5.07,CN,1714269181
500,iskushuban,10.2837,50.23,24.55,82,32,0.89,SO,1714269181
501,liberal,37.0431,-100.921,19.08,52,0,8.75,US,1714269174
502,port saint john's,-31.6229,29.5448,16.33,83,18,3.91,ZA,1714269181
503,saint-francois,46.4154,3.9054,9.69,81,100,3.09,FR,1714269181
504,kindu,-2.95,25.95,21.16,99,46,0.95,CD,1714269181
505,ugoofaaru,5.6667,73.0,29.59,72,100,3.85,MV,1714269181
506,tralee,52.2704,-9.7026,4.25,85,19,0.9,IE,1714269181
507,saynshand,44.8824,110.1163,8.22,25,100,5.91,MN,1714269182
508,virginia,37.5481,-77.4467,17.09,90,40,2.06,US,1714269182
509,kaltungo,9.8142,11.3089,28.58,31,100,1.3,NG,1714269182
510,fort st. john,56.2499,-120.8529,13.94,23,75,2.57,CA,1714269035
511,auki,-8.7676,160.7034,29.3,79,100,1.32,SB,1714269182
512,margate,51.3813,1.3862,11.61,95,100,2.68,GB,1714269182
513,sarmiento,-45.5882,-69.07,9.34,54,3,15.64,AR,1714269182
514,al khafji,28.4391,48.4913,25.74,57,100,3.94,SA,1714269182
515,dauphin,51.1494,-100.0502,6.08,39,0,4.12,CA,1714269182
516,gunnedah,-30.9833,150.25,22.19,45,0,0.66,AU,1714269182
517,tokar,18.4254,37.729,27.03,80,63,3.72,SD,1714269182
518,yatou,37.15,122.3833,20.94,49,100,1.71,CN,1714269182
519,chany,55.3121,76.7647,11.0,39,100,6.9,RU,1714269182
520,kharkhorin,47.1975,102.8238,1.37,37,92,4.63,MN,1714269182
521,knik-fairview,61.5126,-149.6001,16.07,33,0,4.12,US,1714269182
522,coahuayana de hidalgo,18.7,-103.6583,22.39,88,10,0.83,MX,1714269183
523,yalta,44.5,34.1667,17.52,64,100,3.56,UA,1714269183
524,illela,13.7292,5.2975,32.02,33,6,3.05,NG,1714269183
525,kone,-21.0595,164.8658,27.84,58,72,1.96,NC,1714269183
526,vanino,49.0869,140.2543,10.51,27,54,1.69,RU,1714269183
527,tual,-5.6667,132.75,29.03,79,100,8.49,ID,1714269183
528,dunedin,-45.8742,170.5036,14.83,61,5,1.74,NZ,1714269183
529,sekong,-6.3996,106.0252,28.07,81,82,1.72,ID,1714269183
530,itaueira,-7.6033,-43.0256,26.86,62,100,2.29,BR,1714269183
531,chibougamau,49.9168,-74.3659,5.79,93,100,3.6,CA,1714269183
532,mugia,43.1041,-9.2179,8.84,65,27,5.61,ES,1714269183
533,pathein,16.7833,94.7333,33.41,51,0,4.09,MM,1714269183
534,rutana,-3.8667,30.1,13.45,98,91,0.71,BI,1714269183
535,eqbaliyeh,35.3022,51.5358,18.9,37,0,3.53,IR,1714269183
536,cadale,2.7603,46.3222,28.23,76,86,7.69,SO,1714269183
537,villeta,5.0089,-74.4723,24.34,97,100,1.15,CO,1714269183
538,berbera,10.4396,45.0143,29.15,79,63,2.18,SO,1714269184
539,grand baie,-20.0182,57.5802,24.14,90,99,0.89,MU,1714269184
540,guarapari,-20.6667,-40.4975,22.16,78,0,3.1,BR,1714269121
541,sarandi del yi,-33.35,-55.6333,9.22,87,4,3.33,UY,1714269184
542,sengiley,53.9622,48.7944,16.04,76,100,2.53,RU,1714269184
543,laguna,38.421,-121.4238,22.6,54,0,5.14,US,1714269184
544,urangan,-25.3,152.9,24.55,81,3,4.02,AU,1714269184
545,santa ana,33.7456,-117.8678,21.89,61,0,4.63,US,1714268913
546,shimla,31.1,77.1667,13.39,59,75,0.0,IN,1714269184
547,grasberg,53.1833,8.9833,12.97,90,100,3.27,DE,1714269184
548,portland,45.5234,-122.6762,13.02,81,100,5.14,US,1714269047
549,jasper,37.2001,-94.3502,23.71,77,75,5.14,US,1714269184
550,isla mujeres,21.2311,-86.731,26.76,83,100,7.1,MX,1714269184
551,crucecita,-28.95,-58.9833,16.45,78,100,6.86,AR,1714269184
552,veinticinco de mayo,-35.4323,-60.1727,8.88,76,0,0.89,AR,1714269184
553,taoru,28.2167,76.95,26.81,26,89,1.81,IN,1714269184
554,katiola,8.1333,-5.1,27.35,84,100,1.94,CI,1714269184
555,manokwari,-0.8667,134.0833,28.94,76,32,3.34,ID,1714269184
556,touros,-5.1989,-35.4608,25.54,88,58,3.03,BR,1714269184
557,asosa,10.0667,34.5333,24.37,32,100,0.1,ET,1714269184
558,floro,61.5996,5.0328,5.04,75,16,3.6,NO,1714269185
559,genhe,50.7833,121.5167,7.0,22,2,4.16,CN,1714269185
560,zaio,34.9428,-2.7329,13.99,80,100,2.08,MA,1714269185
561,kismayo,-0.3582,42.5454,26.83,86,100,6.85,SO,1714269185
562,fergus falls,46.283,-96.0776,9.04,88,100,4.12,US,1714269141
563,cananeia,-25.0147,-47.9267,24.1,77,0,2.22,BR,1714268992
564,wynyard,-41.0,145.7167,15.57,66,97,4.21,AU,1714269185
565,ulladulla,-35.35,150.4667,22.89,46,100,3.24,AU,1714269185
566,newport,51.5877,-2.9984,8.46,85,100,8.35,GB,1714269185
567,hilo,19.7297,-155.09,22.85,98,100,3.6,US,1714269185
568,pekan,3.4836,103.3996,30.67,76,86,0.95,MY,1714269185
569,santiago del estero,-27.7951,-64.2615,18.18,80,100,4.56,AR,1714269040
570,playa del ingles,27.7567,-15.5787,18.55,66,24,4.03,ES,1714269185
571,bikenibeu village,1.3673,173.1241,31.98,74,75,5.14,KI,1714269185
572,weno,7.4515,151.8468,28.75,78,44,9.25,FM,1714269185
